RedField(Td)          RedDiff((ms)^-1)      RedMob((msV)^-1)      DriftVelocity(ms^-1)  RedTow(m^2)           RedAtt(m^2)           RedDiffE(eV(ms)^-1)   RedMobE(eV(msV)^-1)   MeanE(eV)             CharE(eV)             EleTemp(eV)           
+1.51566075890060e-01 +2.14863641922773e+25 +1.18007561243300e+25 +1.78859429830030e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.54687567494311e+25 +1.73380323329370e+25 +9.92243271331242e-01 +1.82076165000801e+00 +6.61495514220828e-01 
+1.55108447695284e-01 +2.13243906026310e+25 +1.16083968218393e+25 +1.80056041126637e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.55186033749458e+25 +1.72445435181448e+25 +1.00319845285100e+00 +1.83697981124427e+00 +6.68798968567335e-01 
+1.58733611101021e-01 +2.11637843415431e+25 +1.14189641121269e+25 +1.81257340855087e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.55693854074843e+25 +1.71514291507159e+25 +1.01428695660208e+00 +1.85338916330135e+00 +6.76191304401387e-01 
+1.62443501095887e-01 +2.10042226026441e+25 +1.12323994426594e+25 +1.82463029117307e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.56209722437154e+25 +1.70586509835517e+25 +1.02550716073670e+00 +1.86996756212858e+00 +6.83671440491132e-01 
+1.66240097892661e-01 +2.08463492356995e+25 +1.10486975652760e+25 +1.83673656483789e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.56736067402050e+25 +1.69662581215665e+25 +1.03686536522391e+00 +1.88676983079125e+00 +6.91243576815938e-01 
+1.70125427985259e-01 +2.06898347695298e+25 +1.08678011592130e+25 +1.84888932346980e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.57271558664485e+25 +1.68742141179177e+25 +1.04835995141147e+00 +1.90377376862387e+00 +6.98906634274315e-01 
+1.74101565230402e-01 +2.05346752164319e+25 +1.06896716819373e+25 +1.86108857162439e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.57816124070028e+25 +1.67825130900872e+25 +1.05999197513462e+00 +1.92098277921201e+00 +7.06661316756412e-01 
+1.78170631954573e-01 +2.03808660050350e+25 +1.05142714653961e+25 +1.87333439153155e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.58369690831690e+25 +1.66911504996389e+25 +1.07176251593526e+00 +1.93840020890761e+00 +7.14508343956839e-01 
+1.82334800086844e-01 +2.02284019927098e+25 +1.03415636883282e+25 +1.88562694769669e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.58932186070981e+25 +1.66001231487786e+25 +1.08367268071094e+00 +1.95602933969649e+00 +7.22448453807295e-01 
+1.86596292318175e-01 +2.00772774788559e+25 +1.01715123447691e+25 +1.89796649080246e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.59503537366282e+25 +1.65094291636928e+25 +1.09572360742774e+00 +1.97387338267166e+00 +7.30482404951825e-01 
+1.90957383287810e-01 +1.99274862191808e+25 +1.00040822089775e+25 +1.91035336082248e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.60083673302046e+25 +1.64190679645519e+25 +1.10791646884850e+00 +1.99193547223133e+00 +7.38610979232336e-01 
+1.95420400797405e-01 +1.97780951211201e+25 +9.83922006469817e+24 +1.92278432857719e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.60670232405786e+25 +1.63290066271835e+25 +1.12024970847843e+00 +2.01012834259915e+00 +7.46833138985619e-01 
+1.99987727053529e-01 +1.96309651263779e+25 +9.67693018718472e+24 +1.93526727299075e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.61267764510793e+25 +1.62393148315526e+25 +1.13273012151019e+00 +2.02863560516076e+00 +7.55153414340126e-01 
+2.04661799939199e-01 +1.94851462963840e+25 +9.51716011270219e+24 +1.94779911897518e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.61873877912256e+25 +1.61499613599750e+25 +1.14535623327853e+00 +2.04736981049399e+00 +7.63570822185687e-01 
+2.09445114315147e-01 +1.93406303839090e+25 +9.35987732539348e+24 +1.96038057639279e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.62488510509004e+25 +1.60609502537632e+25 +1.15812939149166e+00 +2.06633374685773e+00 +7.72086260994442e-01 
+2.14340223351486e-01 +1.91974086895290e+25 +9.20504987373690e+24 +1.97301244589833e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.63111603735615e+25 +1.59722865147167e+25 +1.17105099569997e+00 +2.08553011149907e+00 +7.80700663799983e-01 
+2.19349739890506e-01 +1.90554720843470e+25 +9.05264632294431e+24 +1.98569561625858e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.63743102982614e+25 +1.58839760080930e+25 +1.18412250005244e+00 +2.10496151120475e+00 +7.89415000034957e-01 
+2.24476337841322e-01 +1.89148110341973e+25 +8.90263570736123e+24 +1.99843106072384e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.64382957975631e+25 +1.57960253583239e+25 +1.19734541573778e+00 +2.12463046404981e+00 +7.98230277158520e-01 
+2.29722753607115e-01 +1.87745840565568e+25 +8.75497436530363e+24 +2.01121681895726e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.65029244906957e+25 +1.57084146237050e+25 +1.21071841608214e+00 +2.14444763321768e+00 +8.07145610721428e-01 
+2.35091787545729e-01 +1.86364579011374e+25 +8.60965879658531e+24 +2.02406007664805e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.65685709082561e+25 +1.56212066708412e+25 +1.22424894941006e+00 +2.16459889310931e+00 +8.16165966273371e-01 
+2.40586305464407e-01 +1.84995763073743e+25 +8.46664560042408e+24 +2.03695898468250e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.66350406834119e+25 +1.55343818638897e+25 +1.23793578866503e+00 +2.18499476421308e+00 +8.25290525776687e-01 
+2.46209240149463e-01 +1.83639283906435e+25 +8.32590523002142e+24 +2.04991480024001e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.67023308066599e+25 +1.54479487238548e+25 +1.25178069027427e+00 +2.20563745121997e+00 +8.34520460182849e-01 
+2.51963592931702e-01 +1.82295030001201e+25 +8.18740838731614e+24 +2.06292883406732e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.67704388170822e+25 +1.53619159475524e+25 +1.26578547421265e+00 +2.22652909660169e+00 +8.43856982808437e-01 
+2.57852435288427e-01 +1.80962887491340e+25 +8.05112598566080e+24 +2.07600244221658e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.68393628086085e+25 +1.52762922873427e+25 +1.27995202402719e+00 +2.24767178918375e+00 +8.53301349351460e-01 
+2.63878910482893e-01 +1.79642740458538e+25 +7.91702911534819e+24 +2.08913701721942e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.69091014303356e+25 +1.51910864320872e+25 +1.29428228641379e+00 +2.26906757372254e+00 +8.62854857609190e-01 
+2.70046235242068e-01 +1.78327500842637e+25 +7.78507761754328e+24 +2.10233090168485e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.69795053121077e+25 +1.51062873702209e+25 +1.30877579220700e+00 +2.29063227887137e+00 +8.72517194804667e-01 
+2.76357701473616e-01 +1.77031109360599e+25 +7.65526596797614e+24 +2.11559170707908e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.70508737752392e+25 +1.50219426637367e+25 +1.32343957987584e+00 +2.31254028404974e+00 +8.82293053250561e-01 
+2.82816678023003e-01 +1.75746354390987e+25 +7.52755387657262e+24 +2.12891778101145e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.71230560154937e+25 +1.49380402897428e+25 +1.33827328778514e+00 +2.33470736008875e+00 +8.92182191856760e-01 
+2.89426612471675e-01 +1.74473114913625e+25 +7.40191286095814e+24 +2.14231056515764e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.71960527851822e+25 +1.48545875444411e+25 +1.35327910181720e+00 +2.35713548904223e+00 +9.02186067878136e-01 
+2.96191032977255e-01 +1.73211269377477e+25 +7.27831449168443e+24 +2.15577148762534e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.72698653020909e+25 +1.47715911090425e+25 +1.36845926198148e+00 +2.37982666969631e+00 +9.12306174654319e-01 
+3.03113550156758e-01 +1.71960695988468e+25 +7.15673037718103e+24 +2.16930195214205e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.73444952132588e+25 +1.46890569518463e+25 +1.38381605922201e+00 +2.40278293194834e+00 +9.22544039481338e-01 
+3.10197859013810e-01 +1.70712391060164e+25 +7.03712226557012e+24 +2.18290026039826e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.74197224336910e+25 +1.46069673335611e+25 +1.39934879250836e+00 +2.42588354468975e+00 +9.32899195005573e-01 
+3.17447740910919e-01 +1.69484146281375e+25 +6.91948190873962e+24 +2.19657390020337e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.74959971429558e+25 +1.45253728584141e+25 +1.41506594594323e+00 +2.44937624690236e+00 +9.43377297295487e-01 
+3.24867065587838e-01 +1.68266807100989e+25 +6.80377074272866e+24 +2.21032103612264e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.75730962558367e+25 +1.44442533748135e+25 +1.43096687584754e+00 +2.47314046083665e+00 +9.53977917231692e-01 
+3.32459793227094e-01 +1.67060253455737e+25 +6.68996043736468e+24 +2.22414286370370e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.76510226564372e+25 +1.43636111282183e+25 +1.44705403583769e+00 +2.49717849634318e+00 +9.64702690558461e-01 
+3.40229976567807e-01 +1.65864366308042e+25 +6.57802266939573e+24 +2.23804049867101e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.77297793892566e+25 +1.42834472466153e+25 +1.46332990769332e+00 +2.52149277441269e+00 +9.75553271795544e-01 
+3.48181763068897e-01 +1.64679027857566e+25 +6.46792912458433e+24 +2.25201496600244e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.78093695890675e+25 +1.42037616804257e+25 +1.47979699550290e+00 +2.54608584425621e+00 +9.86531330335267e-01 
+3.56319397122859e-01 +1.63504121736781e+25 +6.35965150248090e+24 +2.26606718927548e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.78897964059976e+25 +1.41245531510684e+25 +1.49645781941483e+00 +2.57096040047160e+00 +9.97638546276553e-01 
+3.64647222321275e-01 +1.62328470335235e+25 +6.25315284136696e+24 +2.28019481435485e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.79707896918762e+25 +1.40457985210840e+25 +1.51331190431348e+00 +2.59594598841997e+00 +1.00887460287566e+00 
+3.73169683773275e-01 +1.61174273377761e+25 +6.14842254221592e+24 +2.29440489578319e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.80529032905745e+25 +1.39675355736692e+25 +1.53036781121962e+00 +2.62139227210095e+00 +1.02024520747974e+00 
+3.81891330478185e-01 +1.60030166840974e+25 +6.04542342529981e+24 +2.30869479519173e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.81358621684281e+25 +1.38897380812365e+25 +1.54762504343247e+00 +2.64712916834337e+00 +1.03175002895498e+00 
+3.90816817753627e-01 +1.58896041739503e+25 +5.94412734513506e+24 +2.32306493334800e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.82196687111363e+25 +1.38123995411489e+25 +1.56508611632922e+00 +2.67316012113285e+00 +1.04339074421948e+00 
+3.99950909720367e-01 +1.57771791225418e+25 +5.84450623276495e+24 +2.33751558466069e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.83043248926713e+25 +1.37355121281716e+25 +1.58275352567312e+00 +2.69948880096888e+00 +1.05516901711542e+00 
+4.09298481845244e-01 +1.56657310670212e+25 +5.74653211606336e+24 +2.35204687097967e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.83898321847476e+25 +1.36590667155300e+25 +1.60062974002685e+00 +2.72611911856032e+00 +1.06708649335123e+00 
+4.18864523543527e-01 +1.55538778436438e+25 +5.65017029756102e+24 +2.36665588962768e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.84758025287004e+25 +1.35830348110617e+25 +1.61871416570567e+00 +2.75281576032459e+00 +1.07914277713711e+00 
+4.28654140842093e-01 +1.54443764925518e+25 +5.55540695513037e+24 +2.38134819537959e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.85630204411346e+25 +1.35074413854361e+25 +1.63701526943234e+00 +2.78006212997394e+00 +1.09134351295489e+00 
+4.38672559104850e-01 +1.53358217486571e+25 +5.46220750890260e+24 +2.39612054629203e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.86510898724172e+25 +1.34322552129744e+25 +1.65553234610885e+00 +2.80762342398416e+00 +1.10368823073923e+00 
+4.48925125821861e-01 +1.52282040812759e+25 +5.37054462405127e+24 +2.41097242108413e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.87400094127079e+25 +1.33574624825258e+25 +1.67426768226744e+00 +2.83550461773996e+00 +1.11617845484496e+00 
+4.59417313463648e-01 +1.51215141897885e+25 +5.28039119787843e+24 +2.42590313816640e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.88297767312340e+25 +1.32830484217636e+25 +1.69322350224530e+00 +2.86371096820706e+00 +1.12881566816353e+00 
+4.70154722402213e-01 +1.50157429986193e+25 +5.19172039216079e+24 +2.44091185976627e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.89203885083652e+25 +1.32089974117500e+25 +1.71240196259228e+00 +2.89224801499176e+00 +1.14160130839485e+00 
+4.81143083900326e-01 +1.49108816499615e+25 +5.10450566632551e+24 +2.45599759808254e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.90118403760130e+25 +1.31352931151140e+25 +1.73180514723741e+00 +2.92112157859453e+00 +1.15453676482494e+00 
+4.92388263170674e-01 +1.48065786651260e+25 +5.01871425973115e+24 +2.47115599769892e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.91040319326482e+25 +1.30619018243478e+25 +1.75143192465813e+00 +2.95027329687408e+00 +1.16762128310542e+00 
+5.03896262506515e-01 +1.47035171549125e+25 +4.93433363854004e+24 +2.48639227842050e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.91971479243850e+25 +1.29888400827846e+25 +1.77129052075612e+00 +2.97983846087533e+00 +1.18086034717074e+00 
+5.15673224485497e-01 +1.46013400179404e+25 +4.85133159081055e+24 +2.50170180448163e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.92910841341279e+25 +1.29160731742490e+25 +1.79137962168941e+00 +3.00975922684782e+00 +1.19425308112627e+00 
+5.27725435248354e-01 +1.45000391561922e+25 +4.76968310219718e+24 +2.51708309110372e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.93858316082022e+25 +1.28435833839484e+25 +1.81170099122075e+00 +3.04004246099970e+00 +1.20780066081384e+00 
+5.40059327854237e-01 +1.43996066241110e+25 +4.68936361961061e+24 +2.53253456447102e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.94813802071019e+25 +1.27713530605407e+25 +1.83225631105891e+00 +3.07069525679195e+00 +1.22150420737261e+00 
+5.52681485714460e-01 +1.43000346108962e+25 +4.61034907971766e+24 +2.54805457904065e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.95777186151121e+25 +1.26993647841634e+25 +1.85304718240657e+00 +3.10172491575670e+00 +1.23536478827105e+00 
+5.65598646106501e-01 +1.42013090977867e+25 +4.53261037423167e+24 +2.56363829099371e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.96749269143140e+25 +1.26275841175036e+25 +1.87407169420940e+00 +3.13314137445446e+00 +1.24938112947293e+00 
+5.78817703770128e-01 +1.41034353513079e+25 +4.45613579061426e+24 +2.57929028601123e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.97728046668988e+25 +1.25560297911309e+25 +1.89533818773520e+00 +3.16494739253981e+00 +1.26355879182346e+00 
+5.92345714587580e-01 +1.40063993026468e+25 +4.38089713597627e+24 +2.59500564454455e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.98714315435672e+25 +1.24846682613076e+25 +1.91684458657583e+00 +3.19715320125305e+00 +1.27789639105055e+00 
+6.06189899349757e-01 +1.39101934871353e+25 +4.30687253307588e+24 +2.61078262733750e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.99707918768134e+25 +1.24134846287282e+25 +1.93859220932234e+00 +3.22976669968939e+00 +1.29239480621489e+00 
+6.20357647610427e-01 +1.38148104768834e+25 +4.23404069006088e+24 +2.62661952237300e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.00708690601650e+25 +1.23424649789775e+25 +1.96058231938103e+00 +3.26279586998603e+00 +1.30705487958735e+00 
+6.34856521630522e-01 +1.37202428613933e+25 +4.16238090806997e+24 +2.64251466499859e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.01716456291812e+25 +1.22715964993765e+25 +1.98281613314268e+00 +3.29624874907356e+00 +1.32187742209512e+00 
+6.49694260414612e-01 +1.36250567162287e+25 +4.09186796224186e+24 +2.65846312944297e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.02727235516118e+25 +1.22008522779389e+25 +2.00529139799319e+00 +3.32978894772641e+00 +1.33686093199546e+00 
+6.64878783841726e-01 +1.35321218421138e+25 +4.02249277019933e+24 +2.67447010106227e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.03748498144383e+25 +1.21302529704904e+25 +2.02801615039740e+00 +3.36411340310333e+00 +1.35201076693160e+00 
+6.80418196892710e-01 +1.34399796406524e+25 +3.95423110725334e+24 +2.69053080009438e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.04776187533326e+25 +1.20597739240955e+25 +2.05098806662012e+00 +3.39888571914755e+00 +1.36732537774675e+00 
+6.96320793976388e-01 +1.33486226024603e+25 +3.88706463937939e+24 +2.70664393593020e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.05810104405016e+25 +1.19894075741742e+25 +2.07420827088822e+00 +3.43411387277356e+00 +1.38280551392548e+00 
+7.12595063356841e-01 +1.32580431551414e+25 +3.82097560201834e+24 +2.72280835120520e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.06850046008248e+25 +1.19191477900221e+25 +2.09767789073137e+00 +3.46980576063825e+00 +1.39845192715425e+00 
+7.29249691684145e-01 +1.31682336521182e+25 +3.75594678426358e+24 +2.73902303440627e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.07895807250212e+25 +1.18489898874570e+25 +2.12139806794874e+00 +3.50596917594509e+00 +1.41426537863249e+00 
+7.46293568631013e-01 +1.30780653689591e+25 +3.69195746561327e+24 +2.75528411224644e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.08944194926724e+25 +1.17789158996729e+25 +2.14536621230431e+00 +3.54231203657344e+00 +1.43024414153620e+00 
+7.63735791637802e-01 +1.29897914241825e+25 +3.62899970994654e+24 +2.77159696632938e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.10001025611233e+25 +1.17089538307888e+25 +2.16959107510324e+00 +3.57944129578723e+00 +1.44639405006883e+00 
+7.81585670768409e-01 +1.29022636311740e+25 +3.56705365553939e+24 +2.78795802403166e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.11063057052965e+25 +1.16390881257960e+25 +2.19407011409562e+00 +3.61706463572188e+00 +1.46271340939708e+00 
+7.99852733679671e-01 +1.28154739805864e+25 +3.50610409230467e+24 +2.80436694279537e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.12130085946708e+25 +1.15693196745086e+25 +2.21880463494339e+00 +3.65518924800729e+00 +1.47920308996226e+00 
+8.18546730706903e-01 +1.27294143639721e+25 +3.44613624632463e+24 +2.82082355799958e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.13201912054756e+25 +1.14996506303591e+25 +2.24379600907350e+00 +3.69382213995407e+00 +1.49586400604900e+00 
+8.37677640068292e-01 +1.26435535628830e+25 +3.38713180172581e+24 +2.83732457426994e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.14277097883188e+25 +1.14300711860105e+25 +2.26904213119002e+00 +3.73282006812986e+00 +1.51269475412668e+00 
+8.57255673190932e-01 +1.25589382279798e+25 +3.32908479275950e+24 +2.85387682512674e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.15357954146032e+25 +1.13606123185053e+25 +2.29455165033775e+00 +3.77248974111277e+00 +1.52970110022516e+00 
+8.77291280161336e-01 +1.24750278724584e+25 +3.27197750610505e+24 +2.87047733498999e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.16443033990218e+25 +1.12912660557750e+25 +2.32032261463437e+00 +3.81268754115264e+00 +1.54688174308958e+00 
+8.97795155303332e-01 +1.23918140273524e+25 +3.21579662314567e+24 +2.88712662870100e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.17532158071630e+25 +1.12220387129232e+25 +2.34635673731333e+00 +3.85341969021376e+00 +1.56423782487556e+00 
+9.18778242886334e-01 +1.23092881504564e+25 +3.16052911539869e+24 +2.90382538723711e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.18625153983882e+25 +1.11529373751909e+25 +2.37265583204009e+00 +3.89469221798441e+00 +1.58177055469340e+00 
+9.40251742967013e-01 +1.22274416365982e+25 +3.10616221555264e+24 +2.92057443711165e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.19721856741450e+25 +1.10839697751870e+25 +2.39922181671333e+00 +3.93651097015314e+00 +1.59948121114222e+00 
+9.62227117367514e-01 +1.21462658293214e+25 +3.05268338922127e+24 +2.93737473784608e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.20822109148952e+25 +1.10151441648439e+25 +2.42605671602440e+00 +3.97888162008830e+00 +1.61737114401627e+00 
+9.84716095793377e-01 +1.20648185005295e+25 +3.00007682882907e+24 +2.95422394196474e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.21923193198753e+25 +1.09464554308956e+25 +2.45315865582972e+00 +4.02150317771641e+00 +1.63543910388648e+00 
+1.00773068209446e+00 +1.19849737104657e+25 +2.94833746005283e+24 +2.97113011966369e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.23030146395773e+25 +1.08779402827534e+25 +2.48053791504887e+00 +4.06499387293710e+00 +1.65369194336591e+00 
+1.03128316067218e+00 +1.19057732065685e+25 +2.89744968765890e+24 +2.98809107177751e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.24140225601876e+25 +1.08095936562955e+25 +2.50819280937708e+00 +4.10905261177742e+00 +1.67212853958472e+00 
+1.05538610303652e+00 +1.18272082712522e+25 +2.84740164741294e+24 +3.00510812844292e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.25253306040744e+25 +1.07414245368881e+25 +2.53612578915892e+00 +4.15368456431077e+00 +1.69075052610595e+00 
+1.08005237451625e+00 +1.17492702094066e+25 +2.79818158403693e+24 +3.02218266416674e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.26369270708934e+25 +1.06734417533168e+25 +2.56433940354417e+00 +4.19889483814555e+00 +1.70955960236278e+00 
+1.10529514112602e+00 +1.16719503650947e+25 +2.74977783112929e+24 +3.03931607592326e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.27488009984908e+25 +1.06056538457099e+25 +2.59283629445674e+00 +4.24468851009000e+00 +1.72855752963782e+00 
+1.13112787659392e+00 +1.15952401385087e+25 +2.70217879311031e+24 +3.05650976042799e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.28609421111419e+25 +1.05380689386574e+25 +2.62161918907958e+00 +4.29107066048806e+00 +1.74774612605306e+00 
+1.15756436955330e+00 +1.15191310029498e+25 +2.65537292930041e+24 +3.07376509083454e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.29733407556772e+25 +1.04706946216344e+25 +2.65069089091128e+00 +4.33804640991979e+00 +1.76712726060752e+00 
+1.18461873090268e+00 +1.14436145216647e+25 +2.60934874037681e+24 +3.09108339330769e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.30859878262800e+25 +1.04035378390420e+25 +2.68005426947791e+00 +4.38562095766937e+00 +1.78670284631861e+00 
+1.21230540133765e+00 +1.13686823643279e+25 +2.56409475737890e+24 +3.10846592391200e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.31988746790353e+25 +1.03366047922577e+25 +2.70971224882639e+00 +4.43379962133276e+00 +1.80647483255092e+00 
+1.24063915905883e+00 +1.12932221185449e+25 +2.51959701991736e+24 +3.12591072795741e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.33117370955626e+25 +1.02698899475931e+25 +2.73966384092835e+00 +4.48215410213309e+00 +1.82644256061890e+00 
+1.26963512765997e+00 +1.12194525214883e+25 +2.47584920861391e+24 +3.14342512604536e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.34250830713732e+25 +1.02034198592926e+25 +2.76991997754944e+00 +4.53155728646716e+00 +1.84661331836629e+00 
+1.29930878420042e+00 +1.11462427272736e+25 +2.43283730691350e+24 +3.16100688340319e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.35386446228537e+25 +1.01371868976242e+25 +2.80047968463559e+00 +4.58158163540112e+00 +1.86698645642372e+00 
+1.32967596746621e+00 +1.10735849863598e+25 +2.39054991331634e+24 +3.17865676876518e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.36524139513432e+25 +1.00711936353174e+25 +2.83134597199991e+00 +4.63223333036278e+00 +1.88756398133327e+00 
+1.36075288642433e+00 +1.10014717241643e+25 +2.34897564449995e+24 +3.19637538839376e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.37663831989877e+25 +1.00054416728973e+25 +2.86252183586966e+00 +4.68351885636784e+00 +1.90834789057977e+00 
+1.39255612887446e+00 +1.09298955503617e+25 +2.30810314186289e+24 +3.21416317627557e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.38805443416161e+25 +9.93993165792655e+24 +2.89401024527472e+00 +4.73544502934999e+00 +1.92934016351648e+00 
+1.42510267030300e+00 +1.08588492661955e+25 +2.26792108094810e+24 +3.23202038849560e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.39948890869212e+25 +9.87466332830201e+24 +2.92581412930542e+00 +4.78801901768820e+00 +1.95054275287028e+00 
+1.45840988294399e+00 +1.07883258695617e+25 +2.22841818348195e+24 +3.24994710212216e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.41094087809012e+25 +9.80963557939693e+24 +2.95793636566246e+00 +4.84124835703178e+00 +1.97195757710831e+00 
+1.49249554505183e+00 +1.07183185578119e+25 +2.18958323185751e+24 +3.26794321906752e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.42240943253171e+25 +9.74484655425793e+24 +2.99037977088220e+00 +4.89514095735888e+00 +1.99358651392147e+00 
+1.52737785039071e+00 +1.06488207280851e+25 +2.15140508561190e+24 +3.28600847498156e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.43389361089650e+25 +9.68029375522523e+24 +3.02314709264467e+00 +4.94970510170397e+00 +2.01543139509644e+00 
+1.56307541794582e+00 +1.05793807330134e+25 +2.11387088491266e+24 +3.30413961691835e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.44537984160154e+25 +9.61596646441238e+24 +3.05623747545851e+00 +5.00474310352712e+00 +2.03749165030567e+00 
+1.59960730186149e+00 +1.05108902588197e+25 +2.07697338104124e+24 +3.32234178608551e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.45689236019655e+25 +9.55187687283699e+24 +3.08966059521635e+00 +5.06067644138528e+00 +2.05977373014423e+00 
+1.63699300161170e+00 +1.04428904934654e+25 +2.04069990972675e+24 +3.34061147061232e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.46841726449165e+25 +9.48801355469541e+24 +3.12341542200213e+00 +5.11730825472703e+00 +2.08227694800142e+00 
